FDM train: iteration: 500, fdm_loss: 0.016456
Background Trial: 5, reward: 14.0
Background Trial: 6, reward: 14.0
Background Trial: 7, reward: 15.0
Background Trial: 8, reward: 14.0
Background Trial: 9, reward: 15.0
Iteration: 1, average_reward: 14.444444444444445, feedback_rate: 0.5


episode_reward:  19.0
Background Trial: 1, reward: 14.0
Background Trial: 2, reward: 15.0
Background Trial: 3, reward: 14.0
Background Trial: 4, reward: 15.0
Background Trial: 5, reward: 15.0
Background Trial: 6, reward: 15.0
Background Trial: 7, reward: 15.0
Background Trial: 8, reward: 15.0
Background Trial: 9, reward: 15.0
Iteration: 2, average_reward: 14.777777777777779, feedback_rate: 0.25


episode_reward:  24.0
Background Trial: 1, reward: 39.0
Background Trial: 2, reward: 36.0
Background Trial: 3, reward: 31.0
Background Trial: 4, reward: 34.0
Background Trial: 5, reward: 35.0
Background Trial: 6, reward: 31.0
Background Trial: 7, reward: 34.0
Background Trial: 8, reward: 35.0
Background Trial: 9, reward: 38.0
Iteration: 3, average_reward: 34.77777777777778, feedback_rate: 0.64


episode_reward: 138.0
Background Trial: 1, reward: 74.0
Background Trial: 2, reward: 77.0
Background Trial: 3, reward: 82.0
Background Trial: 4, reward: 77.0
Background Trial: 5, reward: 74.0
Background Trial: 6, reward: 76.0
Background Trial: 7, reward: 76.0
Background Trial: 8, reward: 75.0
Background Trial: 9, reward: 76.0
Iteration: 4, average_reward: 76.33333333333333, feedback_rate: 0.6258992805755396


episode_reward:  81.0
Background Trial: 1, reward: 136.0
Background Trial: 2, reward: 149.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 93.0
Background Trial: 5, reward: 89.0
Background Trial: 6, reward: 108.0
Background Trial: 7, reward: 112.0
Background Trial: 8, reward: 138.0
Background Trial: 9, reward: 173.0
Iteration: 5, average_reward: 133.11111111111111, feedback_rate: 0.5853658536585366


episode_reward:  93.0
Background Trial: 1, reward: 147.0
Background Trial: 2, reward: 144.0
Background Trial: 3, reward: 159.0
Background Trial: 4, reward: 153.0
Background Trial: 5, reward: 149.0
Background Trial: 6, reward: 139.0
Background Trial: 7, reward: 164.0
Background Trial: 8, reward: 144.0
Background Trial: 9, reward: 146.0
Iteration: 6, average_reward: 149.44444444444446, feedback_rate: 0.7446808510638298


episode_reward: 178.0
Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 7, average_reward: 200.0, feedback_rate: 0.5307262569832403


episode_reward: 197.0
Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 8, average_reward: 200.0, feedback_rate: 0.0


episode_reward:  43.0
Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 9, average_reward: 200.0, feedback_rate: 0.0

