FDM train: iteration: 500, fdm_loss: 0.036547
FDM train: iteration: 31000, fdm_loss: 0.000135
FDM train: iteration: 31500, fdm_loss: 0.000112
FDM train: iteration: 32000, fdm_loss: 0.000164

episode_reward:  55.0
Background Trial: 1, reward: 15.0
Background Trial: 2, reward: 15.0
Background Trial: 3, reward: 15.0
Background Trial: 4, reward: 14.0
Background Trial: 5, reward: 15.0
Background Trial: 6, reward: 15.0
Background Trial: 7, reward: 14.0
Background Trial: 8, reward: 15.0
Background Trial: 9, reward: 15.0
Iteration: 1, average_reward: 14.777777777777779, feedback_rate: 0.8035714285714286


episode_reward:  23.0
Background Trial: 1, reward: 16.0
Background Trial: 2, reward: 18.0
Background Trial: 3, reward: 18.0
Background Trial: 4, reward: 16.0
Background Trial: 5, reward: 17.0
Background Trial: 6, reward: 17.0
Background Trial: 7, reward: 16.0
Background Trial: 8, reward: 17.0
Background Trial: 9, reward: 16.0
Iteration: 2, average_reward: 16.77777777777778, feedback_rate: 0.625


episode_reward:  68.0
Background Trial: 1, reward: 98.0
Background Trial: 2, reward: 98.0
Background Trial: 3, reward: 93.0
Background Trial: 4, reward: 109.0
Background Trial: 5, reward: 94.0
Background Trial: 6, reward: 93.0
Background Trial: 7, reward: 104.0
Background Trial: 8, reward: 109.0
Background Trial: 9, reward: 90.0
Iteration: 3, average_reward: 98.66666666666667, feedback_rate: 0.4492753623188406


episode_reward: 200.0
Background Trial: 1, reward: 136.0
Background Trial: 2, reward: 138.0
Background Trial: 3, reward: 141.0
Background Trial: 4, reward: 147.0
Background Trial: 5, reward: 136.0
Background Trial: 6, reward: 141.0
Background Trial: 7, reward: 130.0
Background Trial: 8, reward: 142.0
Background Trial: 9, reward: 136.0
Iteration: 4, average_reward: 138.55555555555554, feedback_rate: 0.31343283582089554


episode_reward: 200.0
Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 5, average_reward: 200.0, feedback_rate: 0.13432835820895522


episode_reward: 179.0
Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 6, average_reward: 200.0, feedback_rate: 0.044444444444444446

