FDM train: iteration: 500, fdm_loss: 0.066470
episode_reward:  85.0
Background Trial: 1, reward: 106.0
Background Trial: 2, reward: 98.0
Background Trial: 3, reward: 106.0
Background Trial: 4, reward: 105.0
Background Trial: 5, reward: 102.0
Background Trial: 6, reward: 109.0
Background Trial: 7, reward: 116.0
Background Trial: 8, reward: 104.0
Background Trial: 9, reward: 109.0
Iteration: 7, average_reward: 106.11111111111111, policy_loss: 0.676489, fdm_loss: 0.001367


episode_reward: 200.0FDM train: iteration: 500, fdm_loss: 0.003355
FDM train: iteration: 1000, fdm_loss: 0.001384
FDM train: iteration: 1500, fdm_loss: 0.001279
FDM train: iteration: 2000, fdm_loss: 0.001630
FDM train: iteration: 2500, fdm_loss: 0.001244
FDM train: iteration: 3000, fdm_loss: 0.001684
FDM train: iteration: 3500, fdm_loss: 0.002323
FDM train: iteration: 4000, fdm_loss: 0.001419
FDM train: iteration: 4500, fdm_loss: 0.000614
FDM train: iteration: 5000, fdm_loss: 0.000999

Background Trial: 1, reward: 157.0
Background Trial: 2, reward: 139.0
Background Trial: 3, reward: 146.0
Background Trial: 4, reward: 150.0
Background Trial: 5, reward: 161.0
Background Trial: 6, reward: 164.0
Background Trial: 7, reward: 149.0
Background Trial: 8, reward: 146.0
Background Trial: 9, reward: 144.0
Iteration: 8, average_reward: 150.66666666666666, policy_loss: 0.564972, fdm_loss: 0.002493


episode_reward: 110.0
Background Trial: 1, reward: 174.0
Background Trial: 2, reward: 167.0
Background Trial: 3, reward: 175.0
Background Trial: 4, reward: 164.0
Background Trial: 5, reward: 182.0
Background Trial: 6, reward: 171.0
Background Trial: 7, reward: 156.0
Background Trial: 8, reward: 177.0
Background Trial: 9, reward: 178.0
Iteration: 9, average_reward: 171.55555555555554, policy_loss: 0.612246, fdm_loss: 0.003035


episode_reward: 200.0FDM train: iteration: 500, fdm_loss: 0.000709
FDM train: iteration: 1000, fdm_loss: 0.000621
FDM train: iteration: 1500, fdm_loss: 0.000508
FDM train: iteration: 2000, fdm_loss: 0.000485
FDM train: iteration: 2500, fdm_loss: 0.000341
FDM train: iteration: 3000, fdm_loss: 0.000199
FDM train: iteration: 3500, fdm_loss: 0.000229
FDM train: iteration: 4000, fdm_loss: 0.000357
FDM train: iteration: 4500, fdm_loss: 0.000161
FDM train: iteration: 5000, fdm_loss: 0.000094

Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 10, average_reward: 200.0, policy_loss: 0.729976, fdm_loss: 0.000145


episode_reward: 200.0
Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 11, average_reward: 200.0, policy_loss: 0.622319, fdm_loss: 0.000189

