FDM train: iteration: 500, fdm_loss: 0.033692
Policy train: iteration: 15500, policy_loss: 0.013742
Policy train: iteration: 16000, policy_loss: 0.002941
Policy train: iteration: 16500, policy_loss: 0.039373
Policy train: iteration: 17000, policy_loss: 0.004107
Policy train: iteration: 17500, policy_loss: 0.001317
Policy train: iteration: 18000, policy_loss: 0.006522
Policy train: iteration: 18500, policy_loss: 0.010709
Policy train: iteration: 19000, policy_loss: 0.000096
Policy train: iteration: 19500, policy_loss: 0.024560
Policy train: iteration: 20000, policy_loss: 0.003583
Policy train: iteration: 20500, policy_loss: 0.008792
Policy train: iteration: 21000, policy_loss: 0.002383
Policy train: iteration: 21500, policy_loss: 0.005670
Policy train: iteration: 22000, policy_loss: 0.004994
Policy train: iteration: 22500, policy_loss: 0.000399
Policy train: iteration: 23000, policy_loss: 0.000079
Policy train: iteration: 23500, policy_loss: 0.002912
Policy train: iteration: 24000, policy_loss: 0.007379
Policy train: iteration: 24500, policy_loss: 0.016368
Policy train: iteration: 25000, policy_loss: 0.040489
Policy train: iteration: 25500, policy_loss: 0.000076
Policy train: iteration: 26000, policy_loss: 0.012556
Policy train: iteration: 26500, policy_loss: 0.005600
Policy train: iteration: 27000, policy_loss: 0.000028
Policy train: iteration: 27500, policy_loss: 0.000068
Policy train: iteration: 28000, policy_loss: 0.007368
Policy train: iteration: 28500, policy_loss: 0.014991
Policy train: iteration: 29000, policy_loss: 0.001930
Policy train: iteration: 29500, policy_loss: 0.010332
Policy train: iteration: 30000, policy_loss: 0.000764
Policy train: iteration: 30500, policy_loss: 0.004849
Policy train: iteration: 31000, policy_loss: 0.000547
Policy train: iteration: 31500, policy_loss: 0.011845
Policy train: iteration: 32000, policy_loss: 0.005696
Policy train: iteration: 32500, policy_loss: 0.011150
Policy train: iteration: 33000, policy_loss: 0.027244
Policy train: iteration: 33500, policy_loss: 0.015025
Policy train: iteration: 34000, policy_loss: 0.005380
Policy train: iteration: 34500, policy_loss: 0.001567
Policy train: iteration: 35000, policy_loss: 0.015315
Policy train: iteration: 35500, policy_loss: 0.004811
Policy train: iteration: 36000, policy_loss: 0.006350
Policy train: iteration: 36500, policy_loss: 0.005645
Policy train: iteration: 37000, policy_loss: 0.007085
Policy train: iteration: 37500, policy_loss: 0.003946
Policy train: iteration: 38000, policy_loss: 0.001397
Policy train: iteration: 38500, policy_loss: 0.001249
Policy train: iteration: 39000, policy_loss: 0.008706
Policy train: iteration: 39500, policy_loss: 0.000670
Policy train: iteration: 40000, policy_loss: 0.008027

episode_reward:  69.0FDM train: iteration: 500, fdm_loss: 0.000042
FDM train: iteration: 1000, fdm_loss: 0.000115
FDM train: iteration: 1500, fdm_loss: 0.000048
FDM train: iteration: 2000, fdm_loss: 0.000068
FDM train: iteration: 2500, fdm_loss: 0.000062
FDM train: iteration: 3000, fdm_loss: 0.000054
FDM train: iteration: 3500, fdm_loss: 0.000039
FDM train: iteration: 4000, fdm_loss: 0.000042
FDM train: iteration: 4500, fdm_loss: 0.000061
FDM train: iteration: 5000, fdm_loss: 0.000047

Background Trial: 1, reward: 75.0
Background Trial: 2, reward: 128.0
Background Trial: 3, reward: 61.0
Background Trial: 4, reward: 78.0
Background Trial: 5, reward: 66.0
Background Trial: 6, reward: 58.0
Background Trial: 7, reward: 74.0
Background Trial: 8, reward: 103.0
Background Trial: 9, reward: 70.0
Iteration: 1, average_reward: 79.22222222222223, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: 127.0FDM train: iteration: 500, fdm_loss: 0.000507
FDM train: iteration: 1000, fdm_loss: 0.000204
FDM train: iteration: 1500, fdm_loss: 0.000143
FDM train: iteration: 2000, fdm_loss: 0.000106
FDM train: iteration: 2500, fdm_loss: 0.000109
FDM train: iteration: 3000, fdm_loss: 0.000077
FDM train: iteration: 3500, fdm_loss: 0.000083
FDM train: iteration: 4000, fdm_loss: 0.000119
FDM train: iteration: 4500, fdm_loss: 0.000068
FDM train: iteration: 5000, fdm_loss: 0.000058

Background Trial: 1, reward: 124.0
Background Trial: 2, reward: 129.0
Background Trial: 3, reward: 125.0
Background Trial: 4, reward: 124.0
Background Trial: 5, reward: 124.0
Background Trial: 6, reward: 125.0
Background Trial: 7, reward: 122.0
Background Trial: 8, reward: 120.0
Background Trial: 9, reward: 120.0
Iteration: 2, average_reward: 123.66666666666667, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: 200.0FDM train: iteration: 500, fdm_loss: 0.000120
FDM train: iteration: 1000, fdm_loss: 0.000067
FDM train: iteration: 1500, fdm_loss: 0.000091
FDM train: iteration: 2000, fdm_loss: 0.000078
FDM train: iteration: 2500, fdm_loss: 0.000076
FDM train: iteration: 3000, fdm_loss: 0.000094
FDM train: iteration: 3500, fdm_loss: 0.000061
FDM train: iteration: 4000, fdm_loss: 0.000080
FDM train: iteration: 4500, fdm_loss: 0.000066
FDM train: iteration: 5000, fdm_loss: 0.000060

Background Trial: 1, reward: 140.0
Background Trial: 2, reward: 159.0
Background Trial: 3, reward: 155.0
Background Trial: 4, reward: 143.0
Background Trial: 5, reward: 142.0
Background Trial: 6, reward: 135.0
Background Trial: 7, reward: 147.0
Background Trial: 8, reward: 158.0
Background Trial: 9, reward: 158.0
Iteration: 3, average_reward: 148.55555555555554, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: 154.0FDM train: iteration: 500, fdm_loss: 0.000126
FDM train: iteration: 1000, fdm_loss: 0.000106
FDM train: iteration: 1500, fdm_loss: 0.000069
FDM train: iteration: 2000, fdm_loss: 0.000084
FDM train: iteration: 2500, fdm_loss: 0.000057
FDM train: iteration: 3000, fdm_loss: 0.000108
FDM train: iteration: 3500, fdm_loss: 0.000056
FDM train: iteration: 4000, fdm_loss: 0.000061
FDM train: iteration: 4500, fdm_loss: 0.000051
FDM train: iteration: 5000, fdm_loss: 0.000074

Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 4, average_reward: 200.0, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward:   1.0FDM train: iteration: 500, fdm_loss: 0.000050
FDM train: iteration: 1000, fdm_loss: 0.000088
FDM train: iteration: 1500, fdm_loss: 0.000043
FDM train: iteration: 2000, fdm_loss: 0.000051
FDM train: iteration: 2500, fdm_loss: 0.000032
FDM train: iteration: 3000, fdm_loss: 0.000038
FDM train: iteration: 3500, fdm_loss: 0.000028
FDM train: iteration: 4000, fdm_loss: 0.000046
FDM train: iteration: 4500, fdm_loss: 0.000062
FDM train: iteration: 5000, fdm_loss: 0.000040

Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 5, average_reward: 200.0, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward:   1.0FDM train: iteration: 500, fdm_loss: 0.000032
FDM train: iteration: 1000, fdm_loss: 0.000022
FDM train: iteration: 1500, fdm_loss: 0.000027
FDM train: iteration: 2000, fdm_loss: 0.000037
FDM train: iteration: 2500, fdm_loss: 0.000048
FDM train: iteration: 3000, fdm_loss: 0.000021
FDM train: iteration: 3500, fdm_loss: 0.000042
FDM train: iteration: 4000, fdm_loss: 0.000023
FDM train: iteration: 4500, fdm_loss: 0.000025
FDM train: iteration: 5000, fdm_loss: 0.000027

Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 6, average_reward: 200.0, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: 200.0FDM train: iteration: 500, fdm_loss: 0.000034
FDM train: iteration: 1000, fdm_loss: 0.000031
FDM train: iteration: 1500, fdm_loss: 0.000023
FDM train: iteration: 2000, fdm_loss: 0.000027
FDM train: iteration: 2500, fdm_loss: 0.000017
FDM train: iteration: 3000, fdm_loss: 0.000024
FDM train: iteration: 3500, fdm_loss: 0.000029
FDM train: iteration: 4000, fdm_loss: 0.000026
FDM train: iteration: 4500, fdm_loss: 0.000021
FDM train: iteration: 5000, fdm_loss: 0.000036

Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 7, average_reward: 200.0, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: 200.0FDM train: iteration: 500, fdm_loss: 0.000011
FDM train: iteration: 1000, fdm_loss: 0.000027
FDM train: iteration: 1500, fdm_loss: 0.000031
FDM train: iteration: 2000, fdm_loss: 0.000016
FDM train: iteration: 2500, fdm_loss: 0.000009
FDM train: iteration: 3000, fdm_loss: 0.000015
FDM train: iteration: 3500, fdm_loss: 0.000010
FDM train: iteration: 4000, fdm_loss: 0.000015
FDM train: iteration: 4500, fdm_loss: 0.000013
FDM train: iteration: 5000, fdm_loss: 0.000011

Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 8, average_reward: 200.0, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: 200.0FDM train: iteration: 500, fdm_loss: 0.000018
FDM train: iteration: 1000, fdm_loss: 0.000010
FDM train: iteration: 1500, fdm_loss: 0.000032
FDM train: iteration: 2000, fdm_loss: 0.000012
FDM train: iteration: 2500, fdm_loss: 0.000020
FDM train: iteration: 3000, fdm_loss: 0.000019
FDM train: iteration: 3500, fdm_loss: 0.000010
FDM train: iteration: 4000, fdm_loss: 0.000017
FDM train: iteration: 4500, fdm_loss: 0.000006
FDM train: iteration: 5000, fdm_loss: 0.000014

Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 9, average_reward: 200.0, policy_loss: 0.000000, fdm_loss: 0.000000

