FDM train: iteration: 500, fdm_loss: 0.026993
Background Trial: 8, reward: 134.0
Background Trial: 9, reward: 134.0
Iteration: 4, average_reward: 141.11111111111111, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: 132.0FDM train: iteration: 500, fdm_loss: 0.000073
FDM train: iteration: 1000, fdm_loss: 0.000103
FDM train: iteration: 1500, fdm_loss: 0.000064
FDM train: iteration: 2000, fdm_loss: 0.000051
FDM train: iteration: 2500, fdm_loss: 0.000069
FDM train: iteration: 3000, fdm_loss: 0.000060
FDM train: iteration: 3500, fdm_loss: 0.000070
FDM train: iteration: 4000, fdm_loss: 0.000055
FDM train: iteration: 4500, fdm_loss: 0.000060
FDM train: iteration: 5000, fdm_loss: 0.000057

Background Trial: 1, reward: 68.0
Background Trial: 2, reward: 43.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 189.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 80.0
Background Trial: 8, reward: 45.0
Background Trial: 9, reward: 44.0
Iteration: 5, average_reward: 118.77777777777777, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward:  62.0FDM train: iteration: 500, fdm_loss: 0.000067
FDM train: iteration: 1000, fdm_loss: 0.000033
FDM train: iteration: 1500, fdm_loss: 0.000047
FDM train: iteration: 2000, fdm_loss: 0.000044
FDM train: iteration: 2500, fdm_loss: 0.000034
FDM train: iteration: 3000, fdm_loss: 0.000050
FDM train: iteration: 3500, fdm_loss: 0.000034
FDM train: iteration: 4000, fdm_loss: 0.000056
FDM train: iteration: 4500, fdm_loss: 0.000033
FDM train: iteration: 5000, fdm_loss: 0.000046

Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 6, average_reward: 200.0, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward:  75.0FDM train: iteration: 500, fdm_loss: 0.000025
FDM train: iteration: 1000, fdm_loss: 0.000048
FDM train: iteration: 1500, fdm_loss: 0.000031
FDM train: iteration: 2000, fdm_loss: 0.000026
FDM train: iteration: 2500, fdm_loss: 0.000030
FDM train: iteration: 3000, fdm_loss: 0.000023
FDM train: iteration: 3500, fdm_loss: 0.000025
FDM train: iteration: 4000, fdm_loss: 0.000073
FDM train: iteration: 4500, fdm_loss: 0.000048
FDM train: iteration: 5000, fdm_loss: 0.000069

Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 7, average_reward: 200.0, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward:  38.0FDM train: iteration: 500, fdm_loss: 0.000023
FDM train: iteration: 1000, fdm_loss: 0.000084
FDM train: iteration: 1500, fdm_loss: 0.000032
FDM train: iteration: 2000, fdm_loss: 0.000025
FDM train: iteration: 2500, fdm_loss: 0.000025
FDM train: iteration: 3000, fdm_loss: 0.000023
FDM train: iteration: 3500, fdm_loss: 0.000019
FDM train: iteration: 4000, fdm_loss: 0.000031
FDM train: iteration: 4500, fdm_loss: 0.000060
FDM train: iteration: 5000, fdm_loss: 0.000029

Background Trial: 1, reward: 200.0
Background Trial: 2, reward: 200.0
Background Trial: 3, reward: 200.0
Background Trial: 4, reward: 200.0
Background Trial: 5, reward: 200.0
Background Trial: 6, reward: 200.0
Background Trial: 7, reward: 200.0
Background Trial: 8, reward: 200.0
Background Trial: 9, reward: 200.0
Iteration: 8, average_reward: 200.0, policy_loss: 0.000000, fdm_loss: 0.000000

