
episode_reward: -121.6FDM train: iteration: 500, fdm_loss: 0.000723
Background Trial: 2, reward: -91.66259333889793
Background Trial: 3, reward: -88.70030434627796
Background Trial: 4, reward: -89.35026691504429
Background Trial: 5, reward: -90.77196769660443
Background Trial: 6, reward: -89.480992840636
Background Trial: 7, reward: -89.62758961037704
Background Trial: 8, reward: -92.53525044052417
Background Trial: 9, reward: -92.95665726643112
Iteration: 3, average_reward: -90.82710840265398, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -50.2FDM train: iteration: 500, fdm_loss: 0.000796
FDM train: iteration: 1000, fdm_loss: 0.002722
FDM train: iteration: 1500, fdm_loss: 0.001636
FDM train: iteration: 2000, fdm_loss: 0.000726
FDM train: iteration: 2500, fdm_loss: 0.000870
FDM train: iteration: 3000, fdm_loss: 0.000324
FDM train: iteration: 3500, fdm_loss: 0.001532
FDM train: iteration: 4000, fdm_loss: 0.002385

Background Trial: 1, reward: -95.02507046080306
Background Trial: 2, reward: -93.87922534879152
Background Trial: 3, reward: -96.85172718353766
Background Trial: 4, reward: -94.70879431882508
Background Trial: 5, reward: -90.61184929398209
Background Trial: 6, reward: -105.18494798308454
Background Trial: 7, reward: -103.00553984910395
Background Trial: 8, reward: -104.92239537254629
Background Trial: 9, reward: -92.45886122395046
Iteration: 4, average_reward: -97.40537900384717, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -76.3FDM train: iteration: 500, fdm_loss: 0.000450
FDM train: iteration: 1000, fdm_loss: 0.000429
FDM train: iteration: 1500, fdm_loss: 0.003844
FDM train: iteration: 2000, fdm_loss: 0.000528
FDM train: iteration: 2500, fdm_loss: 0.002342
FDM train: iteration: 3000, fdm_loss: 0.000549
FDM train: iteration: 3500, fdm_loss: 0.000407
FDM train: iteration: 4000, fdm_loss: 0.000431

Background Trial: 1, reward: -67.0433313719797
Background Trial: 2, reward: -63.665754016157855
Background Trial: 3, reward: -62.963525171482395
Background Trial: 4, reward: -67.89947518588532
Background Trial: 5, reward: -65.38195221826867
Background Trial: 6, reward: -63.523728663855245
Background Trial: 7, reward: -67.21202874505994
Background Trial: 8, reward: -66.20934033246353
Background Trial: 9, reward: -63.205811311957504
Iteration: 5, average_reward: -65.23388300190112, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -56.3FDM train: iteration: 500, fdm_loss: 0.001839
FDM train: iteration: 1000, fdm_loss: 0.008603
FDM train: iteration: 1500, fdm_loss: 0.001117
FDM train: iteration: 2000, fdm_loss: 0.000709
FDM train: iteration: 2500, fdm_loss: 0.000560
FDM train: iteration: 3000, fdm_loss: 0.000615
FDM train: iteration: 3500, fdm_loss: 0.000721
FDM train: iteration: 4000, fdm_loss: 0.000774

Background Trial: 1, reward: -87.8678867230391
Background Trial: 2, reward: -85.6775603331324
Background Trial: 3, reward: -87.45036360124557
Background Trial: 4, reward: -87.96868157848209
Background Trial: 5, reward: -86.6243134159371
Background Trial: 6, reward: -87.0139092225129
Background Trial: 7, reward: -87.68110495239137
Background Trial: 8, reward: -85.02586205128911
Background Trial: 9, reward: -86.75861930365154
Iteration: 6, average_reward: -86.89647790907568, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -96.2FDM train: iteration: 500, fdm_loss: 0.000785
FDM train: iteration: 1000, fdm_loss: 0.000451
FDM train: iteration: 1500, fdm_loss: 0.000504
FDM train: iteration: 2000, fdm_loss: 0.000505
FDM train: iteration: 2500, fdm_loss: 0.005564
FDM train: iteration: 3000, fdm_loss: 0.000681
FDM train: iteration: 3500, fdm_loss: 0.000543
FDM train: iteration: 4000, fdm_loss: 0.000585

Background Trial: 1, reward: -90.16142766685039
Background Trial: 2, reward: -90.94877013326811
Background Trial: 3, reward: -90.31240163803798
Background Trial: 4, reward: -90.9487259532367
Background Trial: 5, reward: -89.92689922963899
Background Trial: 6, reward: -90.21160432831232
Background Trial: 7, reward: -90.12573454365521
Background Trial: 8, reward: -90.353355916183
Background Trial: 9, reward: -90.74967665601486
Iteration: 7, average_reward: -90.41539956279972, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -101.5FDM train: iteration: 500, fdm_loss: 0.000930
FDM train: iteration: 1000, fdm_loss: 0.004057
FDM train: iteration: 1500, fdm_loss: 0.000734
FDM train: iteration: 2000, fdm_loss: 0.000912
FDM train: iteration: 2500, fdm_loss: 0.004865
FDM train: iteration: 3000, fdm_loss: 0.001389
FDM train: iteration: 3500, fdm_loss: 0.015321
FDM train: iteration: 4000, fdm_loss: 0.002251

Background Trial: 1, reward: -89.47426512617065
Background Trial: 2, reward: -88.86080555843607
Background Trial: 3, reward: -90.56472077680569
Background Trial: 4, reward: -89.81309954964777
Background Trial: 5, reward: -89.3455921979282
Background Trial: 6, reward: -88.306601072046
Background Trial: 7, reward: -88.85184581585901
Background Trial: 8, reward: -89.4476355834747
Background Trial: 9, reward: -90.4244088150294
Iteration: 8, average_reward: -89.4543304994886, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -90.3FDM train: iteration: 500, fdm_loss: 0.001052
FDM train: iteration: 1000, fdm_loss: 0.005823
FDM train: iteration: 1500, fdm_loss: 0.001472
FDM train: iteration: 2000, fdm_loss: 0.001981
FDM train: iteration: 2500, fdm_loss: 0.004710
FDM train: iteration: 3000, fdm_loss: 0.001167
FDM train: iteration: 3500, fdm_loss: 0.001065
FDM train: iteration: 4000, fdm_loss: 0.000819

Background Trial: 1, reward: -89.99110163303452
Background Trial: 2, reward: -89.91435760439946
Background Trial: 3, reward: -90.13617219346591
Background Trial: 4, reward: -89.9647576627183
Background Trial: 5, reward: -89.89447652712327
Background Trial: 6, reward: -89.90102654322948
Background Trial: 7, reward: -90.39714678522331
Background Trial: 8, reward: -90.0851716923776
Background Trial: 9, reward: -90.07520867890496
Iteration: 9, average_reward: -90.03993548005297, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -44.6FDM train: iteration: 500, fdm_loss: 0.002758
FDM train: iteration: 1000, fdm_loss: 0.000643
FDM train: iteration: 1500, fdm_loss: 0.001252
FDM train: iteration: 2000, fdm_loss: 0.001094
FDM train: iteration: 2500, fdm_loss: 0.000648
FDM train: iteration: 3000, fdm_loss: 0.000401
FDM train: iteration: 3500, fdm_loss: 0.000806
FDM train: iteration: 4000, fdm_loss: 0.000825

Background Trial: 1, reward: -132.56339471166177
Background Trial: 2, reward: -133.79198808175622
Background Trial: 3, reward: -131.8223949193492
Background Trial: 4, reward: -133.56045499616295
Background Trial: 5, reward: -133.72102434634255
Background Trial: 6, reward: -132.75262561860114
Background Trial: 7, reward: -133.065530893198
Background Trial: 8, reward: -133.61769648747318
Background Trial: 9, reward: -133.83119245821763
Iteration: 10, average_reward: -133.19181139030695, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -39.0FDM train: iteration: 500, fdm_loss: 0.001541
FDM train: iteration: 1000, fdm_loss: 0.019735
FDM train: iteration: 1500, fdm_loss: 0.000374
FDM train: iteration: 2000, fdm_loss: 0.002514
FDM train: iteration: 2500, fdm_loss: 0.000652
FDM train: iteration: 3000, fdm_loss: 0.001061
FDM train: iteration: 3500, fdm_loss: 0.001581
FDM train: iteration: 4000, fdm_loss: 0.000934

Background Trial: 1, reward: -38.48430312120587
Background Trial: 2, reward: -38.660429848300495
Background Trial: 3, reward: -39.733516855764506
Background Trial: 4, reward: -38.045103744926685
Background Trial: 5, reward: -38.85967133566831
Background Trial: 6, reward: -37.995775802453075
Background Trial: 7, reward: -38.28434527943245
Background Trial: 8, reward: -38.12332527077454
Background Trial: 9, reward: -40.4552326828482
Iteration: 11, average_reward: -38.737967104597125, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -40.8FDM train: iteration: 500, fdm_loss: 0.002006
FDM train: iteration: 1000, fdm_loss: 0.001975
FDM train: iteration: 1500, fdm_loss: 0.000499
FDM train: iteration: 2000, fdm_loss: 0.001169
FDM train: iteration: 2500, fdm_loss: 0.000792
FDM train: iteration: 3000, fdm_loss: 0.000254
FDM train: iteration: 3500, fdm_loss: 0.000605
FDM train: iteration: 4000, fdm_loss: 0.000504

Background Trial: 1, reward: -43.731269959074666
Background Trial: 2, reward: -42.95579729697951
Background Trial: 3, reward: -43.51198238582326
Background Trial: 4, reward: -42.90396087068934
Background Trial: 5, reward: -44.0199776091238
Background Trial: 6, reward: -43.16897338438622
Background Trial: 7, reward: -43.503318370087584
Background Trial: 8, reward: -44.16875742748332
Background Trial: 9, reward: -44.23754051989961
Iteration: 12, average_reward: -43.57795309150525, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -51.6FDM train: iteration: 500, fdm_loss: 0.001692
FDM train: iteration: 1000, fdm_loss: 0.015442
FDM train: iteration: 1500, fdm_loss: 0.000955
FDM train: iteration: 2000, fdm_loss: 0.000328
FDM train: iteration: 2500, fdm_loss: 0.000435
FDM train: iteration: 3000, fdm_loss: 0.000252
FDM train: iteration: 3500, fdm_loss: 0.001215
FDM train: iteration: 4000, fdm_loss: 0.000509

Background Trial: 1, reward: -77.98367577365741
Background Trial: 2, reward: -78.0091525949294
Background Trial: 3, reward: -77.44871529803436
Background Trial: 4, reward: -76.57477697182227
Background Trial: 5, reward: -74.83828902105218
Background Trial: 6, reward: -76.67951483512714
Background Trial: 7, reward: -75.54271976516341
Background Trial: 8, reward: -77.32903413456577
Background Trial: 9, reward: -76.0255484003363
Iteration: 13, average_reward: -76.71460297718757, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -48.0FDM train: iteration: 500, fdm_loss: 0.000394
FDM train: iteration: 1000, fdm_loss: 0.021569
FDM train: iteration: 1500, fdm_loss: 0.000409
FDM train: iteration: 2000, fdm_loss: 0.000965
FDM train: iteration: 2500, fdm_loss: 0.000353
FDM train: iteration: 3000, fdm_loss: 0.000843
FDM train: iteration: 3500, fdm_loss: 0.000296
FDM train: iteration: 4000, fdm_loss: 0.002454

Background Trial: 1, reward: -87.86480114143434
Background Trial: 2, reward: -88.54512680486519
Background Trial: 3, reward: -87.49312106383975
Background Trial: 4, reward: -87.93917172682654
Background Trial: 5, reward: -88.32906701894227
Background Trial: 6, reward: -88.9936063308176
Background Trial: 7, reward: -88.81259114443186
Background Trial: 8, reward: -89.15418957809847
Background Trial: 9, reward: -88.15196082989164
Iteration: 14, average_reward: -88.36484840434974, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -66.0FDM train: iteration: 500, fdm_loss: 0.001426
FDM train: iteration: 1000, fdm_loss: 0.000525
FDM train: iteration: 1500, fdm_loss: 0.000481
FDM train: iteration: 2000, fdm_loss: 0.000194
FDM train: iteration: 2500, fdm_loss: 0.001429
FDM train: iteration: 3000, fdm_loss: 0.001588
FDM train: iteration: 3500, fdm_loss: 0.003395
FDM train: iteration: 4000, fdm_loss: 0.000972

Background Trial: 1, reward: -75.33670257182948
Background Trial: 2, reward: -75.96517447145911
Background Trial: 3, reward: -75.98765194738927
Background Trial: 4, reward: -75.97124268944602
Background Trial: 5, reward: -75.91957313346073
Background Trial: 6, reward: -75.39852116428577
Background Trial: 7, reward: -76.07938334422263
Background Trial: 8, reward: -75.11362542952196
Background Trial: 9, reward: -76.47459786414986
Iteration: 15, average_reward: -75.80516362397385, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -36.6FDM train: iteration: 500, fdm_loss: 0.000912
FDM train: iteration: 1000, fdm_loss: 0.000365
FDM train: iteration: 1500, fdm_loss: 0.000370
FDM train: iteration: 2000, fdm_loss: 0.000554
FDM train: iteration: 2500, fdm_loss: 0.005364
FDM train: iteration: 3000, fdm_loss: 0.005958
FDM train: iteration: 3500, fdm_loss: 0.000821
FDM train: iteration: 4000, fdm_loss: 0.000563

Background Trial: 1, reward: -60.267419916186135
Background Trial: 2, reward: -58.05182657922218
Background Trial: 3, reward: -59.13930311801209
Background Trial: 4, reward: -57.00190057648448
Background Trial: 5, reward: -59.792412817306946
Background Trial: 6, reward: -57.81213698632414
Background Trial: 7, reward: -59.09095919221369
Background Trial: 8, reward: -57.71309509413253
Background Trial: 9, reward: -58.59120404338841
Iteration: 16, average_reward: -58.60669536925229, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -47.8FDM train: iteration: 500, fdm_loss: 0.000467
FDM train: iteration: 1000, fdm_loss: 0.000963
FDM train: iteration: 1500, fdm_loss: 0.001248
FDM train: iteration: 2000, fdm_loss: 0.006749
FDM train: iteration: 2500, fdm_loss: 0.000718
FDM train: iteration: 3000, fdm_loss: 0.000735
FDM train: iteration: 3500, fdm_loss: 0.000328
FDM train: iteration: 4000, fdm_loss: 0.000200

Background Trial: 1, reward: -70.67236325375141
Background Trial: 2, reward: -72.55258558439573
Background Trial: 3, reward: -71.73169256542131
Background Trial: 4, reward: -72.06480650640432
Background Trial: 5, reward: -72.80004721234609
Background Trial: 6, reward: -74.00668486712927
Background Trial: 7, reward: -73.356684429404
Background Trial: 8, reward: -74.4635510429425
Background Trial: 9, reward: -74.61928860877943
Iteration: 17, average_reward: -72.91863378561935, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -41.2FDM train: iteration: 500, fdm_loss: 0.001550
FDM train: iteration: 1000, fdm_loss: 0.000648
FDM train: iteration: 1500, fdm_loss: 0.000870
FDM train: iteration: 2000, fdm_loss: 0.001767
FDM train: iteration: 2500, fdm_loss: 0.000764
FDM train: iteration: 3000, fdm_loss: 0.000528
FDM train: iteration: 3500, fdm_loss: 0.000582
FDM train: iteration: 4000, fdm_loss: 0.000362

Background Trial: 1, reward: -31.751943355597266
Background Trial: 2, reward: -31.917992770983478
Background Trial: 3, reward: -32.61511902263777
Background Trial: 4, reward: -32.57865907810018
Background Trial: 5, reward: -31.86835378533814
Background Trial: 6, reward: -32.616396370298375
Background Trial: 7, reward: -32.526210356776936
Background Trial: 8, reward: -31.861573276360325
Background Trial: 9, reward: -31.815269271529566
Iteration: 18, average_reward: -32.17239080973579, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -22.6FDM train: iteration: 500, fdm_loss: 0.000302
FDM train: iteration: 1000, fdm_loss: 0.000222
FDM train: iteration: 1500, fdm_loss: 0.007378
FDM train: iteration: 2000, fdm_loss: 0.000535
FDM train: iteration: 2500, fdm_loss: 0.000360
FDM train: iteration: 3000, fdm_loss: 0.000407
FDM train: iteration: 3500, fdm_loss: 0.001012
FDM train: iteration: 4000, fdm_loss: 0.000861

Background Trial: 1, reward: -37.59948492897255
Background Trial: 2, reward: -39.895511362285724
Background Trial: 3, reward: -34.21750044249493
Background Trial: 4, reward: -39.18701260268397
Background Trial: 5, reward: -36.67389394363128
Background Trial: 6, reward: -37.86707518669409
Background Trial: 7, reward: -36.30692525045262
Background Trial: 8, reward: -36.57656025965049
Background Trial: 9, reward: -36.31175433723173
Iteration: 19, average_reward: -37.18174647934415, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -25.4FDM train: iteration: 500, fdm_loss: 0.000598
FDM train: iteration: 1000, fdm_loss: 0.000174
FDM train: iteration: 1500, fdm_loss: 0.000364
FDM train: iteration: 2000, fdm_loss: 0.000628
FDM train: iteration: 2500, fdm_loss: 0.000529
FDM train: iteration: 3000, fdm_loss: 0.000904
FDM train: iteration: 3500, fdm_loss: 0.000278
FDM train: iteration: 4000, fdm_loss: 0.000476

Background Trial: 1, reward: -17.798849790341958
Background Trial: 2, reward: -17.07989106490172
Background Trial: 3, reward: -17.530349368194152
Background Trial: 4, reward: -17.513966315483902
Background Trial: 5, reward: -17.634367879240877
Background Trial: 6, reward: -17.55739492836519
Background Trial: 7, reward: -17.371209150942075
Background Trial: 8, reward: -17.82938053691017
Background Trial: 9, reward: -17.648859482537663
Iteration: 20, average_reward: -17.551585390768636, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -22.0FDM train: iteration: 500, fdm_loss: 0.000736
FDM train: iteration: 1000, fdm_loss: 0.001025
FDM train: iteration: 1500, fdm_loss: 0.000437
FDM train: iteration: 2000, fdm_loss: 0.000497
FDM train: iteration: 2500, fdm_loss: 0.000767
FDM train: iteration: 3000, fdm_loss: 0.000740
FDM train: iteration: 3500, fdm_loss: 0.000351
FDM train: iteration: 4000, fdm_loss: 0.000326

Background Trial: 1, reward: -25.78910987914522
Background Trial: 2, reward: -25.37746420723158
Background Trial: 3, reward: -25.36002048572049
Background Trial: 4, reward: -25.95333463297732
Background Trial: 5, reward: -25.61507176810345
Background Trial: 6, reward: -25.9461143360934
Background Trial: 7, reward: -25.633817384055938
Background Trial: 8, reward: -25.844188443242242
Background Trial: 9, reward: -25.151799560640637
Iteration: 21, average_reward: -25.630102299690027, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -23.9FDM train: iteration: 500, fdm_loss: 0.005163
FDM train: iteration: 1000, fdm_loss: 0.000390
FDM train: iteration: 1500, fdm_loss: 0.000222
FDM train: iteration: 2000, fdm_loss: 0.009348
FDM train: iteration: 2500, fdm_loss: 0.000291
FDM train: iteration: 3000, fdm_loss: 0.000720
FDM train: iteration: 3500, fdm_loss: 0.000689
FDM train: iteration: 4000, fdm_loss: 0.000240

Background Trial: 1, reward: -26.98206789632213
Background Trial: 2, reward: -28.29783103651775
Background Trial: 3, reward: -26.192474967300654
Background Trial: 4, reward: -26.65151695194774
Background Trial: 5, reward: -28.667208228092385
Background Trial: 6, reward: -26.214949698513646
Background Trial: 7, reward: -26.242850517848726
Background Trial: 8, reward: -26.29099233436299
Background Trial: 9, reward: -28.8543965808964
Iteration: 22, average_reward: -27.15492091242249, policy_loss: 0.000000, fdm_loss: 0.000000


episode_reward: -27.1FDM train: iteration: 500, fdm_loss: 0.000294
FDM train: iteration: 1000, fdm_loss: 0.000901
FDM train: iteration: 1500, fdm_loss: 0.000128
FDM train: iteration: 2000, fdm_loss: 0.000931
FDM train: iteration: 2500, fdm_loss: 0.000429
FDM train: iteration: 3000, fdm_loss: 0.001007
FDM train: iteration: 3500, fdm_loss: 0.001129
FDM train: iteration: 4000, fdm_loss: 0.000371

Background Trial: 1, reward: -16.155894918588178
Background Trial: 2, reward: -15.223526229468098
Background Trial: 3, reward: -15.916103128544119
Background Trial: 4, reward: -16.11426560750219
Background Trial: 5, reward: -16.118832013130714
Background Trial: 6, reward: -16.131216309756276
Background Trial: 7, reward: -16.326617227013994
Background Trial: 8, reward: -15.26688049655425
Background Trial: 9, reward: -15.398873689068635
Iteration: 23, average_reward: -15.85024551329183, policy_loss: 0.000000, fdm_loss: 0.000000

